offset,offset_fin,largo_original,encoding,texto,ruido_probable,palabra_reconocible,traduccion
0x4EC6C2,0x4EC6CC,10,ascii,DD!VO3US%B,,si,
0x4EDC16,0x4EDC21,11,ascii,"!""30P2DBSO+",si,,
0x4EDCC2,0x4EDCD1,15,ascii,pQETD5aA&Sb3R2+,si,,
0x4F1792,0x4F17A0,14,ascii,CCDCDD24DTVVUE,si,,
0x4F17A2,0x4F17B0,14,ascii,"""""""!!""""2333CD4",si,,
0x4F65A7,0x4F65B1,10,ascii,CFdEVTbVCH,si,,
0x4F68F6,0x4F6900,10,ascii,"et!0S NE""""",,,
0x4FE074,0x4FE07E,10,ascii,"""!!Q.?""""/!",si,,
0x4FECA2,0x4FECB0,14,ascii,44333C33333322,si,,
0x505D42,0x505D4C,10,ascii,"3SP ""6""/11",,,
0x505E95,0x505EA1,12,ascii,"Q?/3!SR0""1 +",,,
0x50ACD2,0x50ACE0,14,ascii,EDSUeffeU54DVD,si,,
0x512D52,0x512D5D,11,ascii,CAA?RP0D55C,si,,
0x5181B0,0x5181F2,66,ascii,"Lorraine, I'm gonna need more\nthan just your instincts for this.  ",,si,
0x518204,0x518226,34,ascii,What are the clues you\nmentioned? ,,si,
0x518238,0x518262,42,ascii,Is there anything you'd consider\nclues?   ,,si,
0x518274,0x518296,34,ascii,I have a few things Kenzo gave\nme.,,si,
0x5182A8,0x5182D2,42,ascii,Some drug capsules and a piece of\na leaf. ,,si,
0x5182E4,0x51831E,58,ascii,"I don't know what they mean, but\nthey must be important.  ",,si,
0x518330,0x518346,22,ascii,Capsules and a leaf?  ,,si,
0x518358,0x518366,14,ascii,"He said to me,",,si,
0x518378,0x5183C6,78,ascii,"""If anything happens to me, give\nthese to the police or someone\nyou trust.""   ",,si,
0x5183D8,0x5183F2,26,ascii,That's quite a statement. ,,,
0x518404,0x518426,34,ascii,See? And then he just\ndisappears? ,,si,
0x51C267,0x51C271,10,ascii,  2634PRC+,,,
0x51D7B5,0x51D7C1,12,ascii,"R212 RS2""4%+",,,
0x51DFF7,0x51E001,10,ascii,6314EB33B+,si,,
0x525022,0x525030,14,ascii,feVEDUVfeeeVUe,si,,
0x525062,0x525070,14,ascii,D4DDC33D4C33DD,si,,
0x52D6A2,0x52D6B0,14,ascii,"222D33""23""3CCD",si,,
0x52D6B2,0x52D6BC,10,ascii,UDDDDDDDD4,si,,
0x5404E7,0x5404F1,10,ascii,"C3P24340A,",si,,
0x542602,0x54260D,11,ascii,233D454&U10,si,,
0x549C72,0x549C7D,11,ascii,"suu!A-""GfGT",si,,
0x54A5E5,0x54A5F0,11,ascii,"N?&?""-N101N",si,,
0x556E72,0x556E80,14,ascii,"""2""""""""""2323C33",si,,
0x556E82,0x556E8C,10,ascii,"33323C3""""""",si,,
0x55AAA5,0x55AAB0,11,ascii,"33 21  !""B ",,,
0x56F7C7,0x56F7D1,10,ascii,VQCSP?/L0&,si,,
0x577F83,0x577F8D,10,ascii,122%1Q5ORE,si,,
0x58AA22,0x58AA30,14,ascii,433333333C3333,si,,
0x58C910,0x58C92A,26,ascii,Is there anything else?   ,,si,
0x58C93C,0x58C96A,46,ascii,"I know you haven't shown me\nthose things yet, ",,si,
0x58C97C,0x58C99A,30,ascii,but is there anything else?   ,,si,
0x58C9AC,0x58C9D6,42,ascii,There was one thing he kept\nmentioning.   ,,si,
0x58C9E8,0x58CA02,26,ascii,"It was the word ""Plato"".  ",,si,
0x58CA14,0x58CA26,18,ascii,Plato? Plato....  ,,,
0x58CA38,0x58CA46,14,ascii,You got me.   ,,si,
0x592BC3,0x592BCD,10,ascii,c5A3RDOcb1,si,,
0x592D85,0x592D91,12,ascii,".T4""dU3eU4SD",si,,
0x59E142,0x59E14F,13,ascii,"eeeeTEE%54CB""",si,,
0x5A5856,0x5A5861,11,ascii,"D/.Qc43""1A+",si,,
0x5A5B62,0x5A5B6D,11,ascii,TSpR4eSdEPN,si,,
0x5BB945,0x5BB94F,10,ascii,?BC0PVbNcT,si,,
0x5BEAD7,0x5BEAE1,10,ascii,2AQ3%4AP4+,si,,
0x5BFB14,0x5BFB1E,10,ascii,"jJ?Yj+.,+-",si,,
0x5C17E7,0x5C17F1,10,ascii,"2B/4DO.""1&",,si,
0x5C3A17,0x5C3A21,10,ascii,Wcs1eNQTFG,si,,
0x5DE0C0,0x5DE0E6,38,ascii,I guess we'll start with the\ncapsules.,,si,
0x5DE0F8,0x5DE10A,18,ascii,And the capsules? ,,si,
0x5DE11C,0x5DE126,10,ascii,That them?,,si,
0x5E2564,0x5E256F,11,ascii,TQ3CB!E1 %3,,,
0x5EE090,0x5EE09E,14,ascii,Here they are.,,si,
0x5EE0B0,0x5EE0C2,18,ascii,What are they for?,,si,
0x5EE0D4,0x5EE0E2,14,ascii,I've no idea. ,,si,
0x5EE0F4,0x5EE12A,54,ascii,I wonder if they're made by\nTokugawa Pharmaceuticals. ,,si,
0x5EE13C,0x5EE15E,34,ascii,Will you hang onto them for me?   ,,si,
0x5F1936,0x5F1941,11,ascii, DtDeSRVQc&,si,,
0x5F6272,0x5F6281,15,ascii,"BE624""c5""pSRDB+",,si,
0x5F7057,0x5F7061,10,ascii," !""1B%2""!'",,,
0x5FA4B2,0x5FA4BE,12,ascii,"1!""! BO1""""""!",,,
0x60A857,0x60A861,10,ascii,53WS5a2%E+,si,,
0x6136F2,0x613700,14,ascii,23TDSVDDC3UT5T,si,,
0x613702,0x613710,14,ascii,33333343CD3333,si,,
0x6148C0,0x6148E2,34,ascii,I guess we'll start with the leaf.,,si,
0x6148F4,0x614902,14,ascii,And the leaf? ,,si,
0x614914,0x614922,14,ascii,That it there?,,si,
0x628726,0x628730,10,ascii,"""33CUUFD3D",si,,
0x6290A0,0x6290AE,14,ascii,Here it is.   ,,si,
0x6290C0,0x6290E2,34,ascii,I've never seen a leaf like it.   ,,si,
0x6290F4,0x629116,34,ascii,Why's it cut in half like this?   ,,si,
0x629128,0x62914A,34,ascii,It was like that when I got it.   ,,si,
0x62915C,0x62917E,34,ascii,Can I give it to you to hold onto?,,si,
0x630F42,0x630F4D,11,ascii,ES55SDCcC21,si,,
0x647866,0x647870,10,ascii,! DSEC%332,,,
0x648316,0x648321,11,ascii,"/2""C3""4442'",si,,
0x64D0A0,0x64D0CA,42,ascii,"Well, thanks for bringing me up to\nspeed. ",,si,
0x64D0DC,0x64D10E,50,ascii,There's certainly more to this than\nmeets the eye.,,si,
0x64D120,0x64D146,38,ascii,"So you'll help me, right,\nJonathan?   ",,si,
0x64D158,0x64D17A,34,ascii,I'll pay you whatever you want.   ,,si,
0x64D18C,0x64D1AE,34,ascii,"Dollars or yen, just let me know. ",,si,
0x64D1C0,0x64D1D2,18,ascii,"Hold on, Lorraine.",,si,
0x650692,0x65069F,13,ascii,ECTT%FdA3DCSd,si,,
0x654302,0x65430E,12,ascii,UUUDUTDDEDDD,si,,
0x65CF13,0x65CF1E,11,ascii,&44S5f5DPbB,si,,
0x65D107,0x65D111,10,ascii,"3P5Rb3fb""+",si,,
0x65DAC7,0x65DAD1,10,ascii,"!/!P BO ""+",,,
0x66BBB2,0x66BBC0,14,ascii,aQEUcoBQDDFgCF,si,,
0x670342,0x67034D,11,ascii,".'ST+T B4R""",,,
0x671882,0x671891,15,ascii,"""2neRS2&W4TDcc+",si,,
0x672272,0x67227D,11,ascii,WeCQSTEFEeR,si,,
0x672462,0x672471,15,ascii,7VDrdbUDUDSVeC+,si,,
0x67EF92,0x67EF9C,10,ascii,AAATDBA4U3,si,,
0x67F115,0x67F121,12,ascii,"qO33""rDRBPb+",si,,
0x6860C0,0x686106,70,ascii,"I can't give you an answer today,\nLorraine, but I will consider it.   ",,si,
0x686118,0x68614E,54,ascii,"Jonathan, don't tell me you're not\ngoing to help me?  ",,si,
0x686160,0x686196,54,ascii,I didn't say that.  I just need some\ntime to think.   ,,si,
0x6861A8,0x6861BE,22,ascii,I'm still in shock.   ,,si,
0x6861D0,0x6861DA,10,ascii,Sure....  ,,,
0x6861EC,0x68621A,46,ascii,Thanks.  I'll hang onto these in the\nmeantime.,,si,
0x688082,0x688090,14,ascii,"4TTEUUeUUUD33""",si,,
0x68AEE6,0x68AEF0,10,ascii,"%/0?R??1""C",si,,
0x6977D5,0x6977E1,12,ascii,"5!B""%RP3T2""&",si,,
0x699D75,0x699D81,12,ascii,t33sECuc53g),si,,
0x69A7B2,0x69A7BC,10,ascii,"""cR5sBA4Cb",si,,
0x6A0323,0x6A032F,12,ascii,"4""1""30P123! ",si,,
0x6A05E2,0x6A05ED,11,ascii,"2OO2""!!""""""""",si,,
0x6A0632,0x6A063D,11,ascii,"!2""P?0""2A?""",si,,
0x6A0D44,0x6A0D50,12,ascii,W%365aB&BDRS,si,,
0x6A12E4,0x6A12F1,13,ascii,eBboFC2SCT3Q+,si,,
0x6A1396,0x6A13A1,11,ascii,dQSGdb%BFoK,si,,
0x6A17B2,0x6A17BC,10,ascii,"0/B02OO""0A",si,,
0x6A1804,0x6A1810,12,ascii,vArQSab54CE1,si,,
0x6A19D2,0x6A19E1,15,ascii,fBcCrRSTpd1d2%+,si,,
0x6A1F62,0x6A1F70,14,ascii,EFn5oT}1GRCQ52,si,,
0x6A2B35,0x6A2B41,12,ascii,"4515TP4""T%D+",si,,
0x6A2C13,0x6A2C21,14,ascii,"WBC2%4cRSSr1T,",si,,
0x6B1755,0x6B175F,10,ascii,OAb%13cDR4,si,,
0x6B2592,0x6B25A0,14,ascii,"B0R""cB2UR""SOoR",si,,
0x6B5BE7,0x6B5BF1,10,ascii,"-""O!bbRCE+",si,,
0x6B6EE4,0x6B6EEE,10,ascii,"""1E?B""3D3""",si,,
0x6BA0F2,0x6BA0FD,11,ascii,ccTADC52Woc,si,,
0x6BA383,0x6BA390,13,ascii,72B466s!EDO5S,si,,
0x6BA5F4,0x6BA5FE,10,ascii,tQRO&V2a36,si,,
0x6BCCB5,0x6BCCC0,11,ascii,"12 !B?!C !""",,,
0x6BD2A2,0x6BD2AD,11,ascii,"1NN!""01?!3T",si,,
0x6BE472,0x6BE47E,12,ascii,V'g5Q4uTEBm%,si,,
0x6BF202,0x6BF20D,11,ascii,EDTA243DPPC,si,,
0x6BF7D3,0x6BF7DE,11,ascii,"S""'EA4.F%""3",si,,
0x6C1F52,0x6C1F5C,10,ascii,UBr%5bDE5&,si,,
0x6C2967,0x6C2971,10,ascii,F'Tcc1S&5+,si,,
0x6C30C6,0x6C30D1,11,ascii,"eA0UBcC5BE,",,si,
0x6C39F3,0x6C3A01,14,ascii,"'Fo2363%dbS26,",si,,
0x6C9202,0x6C9210,14,ascii,"34""22DEUDTD4""2",si,,
0x6C9222,0x6C9231,15,ascii,"3C34333223333D,",si,,
0x6CA8A0,0x6CA8BA,26,ascii,"Well, I'll be in touch.   ",,si,
0x6CA8CC,0x6CA912,70,ascii,I'm staying at the Hotel New Rose\nin Beverly Hills until the weekend. ,,si,
0x6CA924,0x6CA936,18,ascii,Call me anytime.  ,,,
0x6D24A2,0x6D24AE,12,ascii,c4S43SR%q23!,si,,
0x6D28C2,0x6D28CC,10,ascii,"%U2444B2""2",si,,
0x6D6257,0x6D6261,10,ascii,"4o1T!4B.""+",si,,
0x6D7482,0x6D7491,15,ascii,B6dBQc4RCcn&Tb+,si,,
0x6D9BE5,0x6D9BF0,11,ascii,U51BnF!5b3b,si,,
0x6DA112,0x6DA11D,11,ascii,oPVPGSD15R6,si,,
0x6E46D4,0x6E46DF,11,ascii,AM /RS4b!!2,,si,
0x6E9004,0x6E9010,12,ascii,A2P01Q22?A/0,si,,
0x6EF910,0x6EF94E,62,ascii,"Sorry, Lorraine... but I don't think\nI'll be able to help you.",,si,
0x6EF960,0x6EF992,50,ascii,I've always told myself I'd never go\nback there.  ,,si,
0x6EF9A4,0x6EF9BA,22,ascii,I'm done with space.  ,,si,
0x6EF9CC,0x6EF9DA,14,ascii,Jonathan....  ,si,,
0x6EF9EC,0x6EFA1A,46,ascii,I just couldn't handle something\nlike that.   ,,si,
0x6EFA2C,0x6EFA52,38,ascii,I can introduce you to people I\nknow. ,,si,
0x6EFA64,0x6EFAAA,70,ascii,"They're not the most charming\nbunch, but they are guys you can\ntrust. ",,si,
0x700712,0x70071D,11,ascii," 2""O!2""!2""0",si,,
0x701DD6,0x701DE0,10,ascii,6VU1BRB!&s,si,,
0x702E82,0x702E8D,11,ascii,"!3""T""2RR0nR",si,,
0x703032,0x70303C,10,ascii,L0-?0KMMM.,si,,
0x713972,0x71397D,11,ascii,"320""oLT "" A",,,
0x713F34,0x713F41,13,ascii,1 TB43QRcT3c+,,,
0x71FEA3,0x71FEAD,10,ascii,331A33B3TT,si,,
0x723AA4,0x723AB1,13,ascii,SA36FV6w3cDD+,si,,
0x72DCC7,0x72DCD1,10,ascii,nB bDE!oP',,,
0x73A0D0,0x73A0E2,18,ascii,"Jonathan, please. ",,,
0x73A0F4,0x73A11A,38,ascii,I didn't come here to try to hurt\nyou.,,si,
0x73A12C,0x73A152,38,ascii,You really are the only one I've\ngot. ,,si,
0x73A164,0x73A1AA,70,ascii,I'm staying at the Hotel New Rose\nin Beverly Hills until the weekend. ,,si,
0x73A1BC,0x73A1DE,34,ascii,Call me if you change your mind.  ,,si,
0x741A32,0x741A3C,10,ascii,E0EP!A25BQ,si,,
0x74F8F3,0x74F8FF,12,ascii,6DV&c7e.P2B0,si,,
0x752A12,0x752A21,15,ascii,"""dB2abS5DCoCV4+",si,,
0x756FD2,0x756FDC,10,ascii,"!""/BBAV%2V",si,,
0x759A14,0x759A1F,11,ascii,EFCB%&0 TT2,,,
0x75B8D2,0x75B8DC,10,ascii,3B2D4Tc2?!,si,,
0x7641A3,0x7641AE,11,ascii,.6LA4REfq4?,si,,
0x7650B4,0x7650C1,13,ascii,%C31Q51F5FCb+,si,,
0x766383,0x76638D,10,ascii,1BCcT45330,si,,
0x7679D5,0x7679E0,11,ascii,n.2QR3ARa2!,si,,
0x769E34,0x769E41,13,ascii,BB&RF4CVSE5!%,si,,
0x76B8C6,0x76B8D1,11,ascii,"5RCD""4V3C""G",si,,
0x76EB34,0x76EB41,13,ascii,!2B P12Q4D!2+,,,
0x778170,0x77817E,14,ascii,Jonathan....  ,si,,
0x778190,0x7781BA,42,ascii,"Again, I don't expect you to forgive\nme.  ",,si,
0x7781CC,0x7781EE,34,ascii,I didn't wait for you.  I'm sorry.,,si,
0x778200,0x778232,50,ascii,I was so happy when I heard\nyou'd been rescued.   ,,si,
0x778244,0x778292,78,ascii,"If only they'd... found you a little\nsooner, things would've been\ndifferent.  ",,si,
0x7782A4,0x7782C6,34,ascii,I just wanted you to know that.   ,,si,
0x7782D8,0x7782FA,34,ascii,"How'd you get here, by the way?   ",,si,
0x77830C,0x77833E,50,ascii,I rented a car at the hotel.  This\nold classic.   ,,si,
0x778368,0x778392,42,ascii,"Well, it was nice seeing you again. \nBye. ",,si,
0x779CA7,0x779CB1,10,ascii,53rqU5cdE+,si,,
0x77F805,0x77F80F,10,ascii,"%20!c.31""C",si,,
0x78A3E2,0x78A3ED,11,ascii,"n!51RP2""""a5",si,,
0x78DCC4,0x78DCCE,10,ascii,4C5533BB5E,si,,
0x791FD2,0x791FDD,11,ascii,/Aa!31!C!6 ,si,,
0x792F04,0x792F0E,10,ascii,&&4SADSADc,si,,
0x793427,0x793431,10,ascii,a3BC42oD2+,si,,
0x797F92,0x797F9D,11,ascii,CD1n2dcQC2F,si,,
0x79B1D2,0x79B1DC,10,ascii,Ep0c!F32AB,si,,
0x7A58D7,0x7A58E1,10,ascii,fSeBEC5RF+,si,,
0x7B7D62,0x7B7D6D,11,ascii,d2E6SPDC2NB,si,,
0x7C2A37,0x7C2A41,10,ascii,"%264p ""5UK",,,
0x7C34F4,0x7C34FE,10,ascii,TaDBDU%cCB,si,,
0x7C3E12,0x7C3E1E,12,ascii,Vb5EcdST!sSU,si,,
0x7C44B2,0x7C44BD,11,ascii,1Q!tCTQq5AA,si,,
0x7CAC72,0x7CAC7C,10,ascii," SP?R1R2""2",,,
0x7CADD2,0x7CADDC,10,ascii,"2""3""24""1!B",si,,
0x7CB033,0x7CB03D,10,ascii,"2""BAm""A!""0",si,,
0x7CBB94,0x7CBBA1,13,ascii,6T%CSRR&FbRo+,si,,
0x7D7135,0x7D7141,12,ascii,!Q32CQCUCu5+,si,,
0x7DA925,0x7DA92F,10,ascii,/!QO2dU4te,si,,
0x7DEE17,0x7DEE21,10,ascii,dcDVCcQA2+,si,,
0x7E2402,0x7E240D,11,ascii,D3323CcS4TR,si,,
0x7E3B24,0x7E3B31,13,ascii,"?""cR""/BF3!3U+",si,,
0x7EF357,0x7EF361,10,ascii,f&3EeRUUT+,si,,
0x8078A2,0x8078B0,14,ascii,DDDDS4TTDUDTVD,si,,
0x8078B2,0x8078C0,14,ascii,TUETEDEEDUEDUT,si,,
0x8078C2,0x8078D0,14,ascii,TDETEDEEDUEDUD,si,,
0x8078D2,0x8078E0,14,ascii,TcDTEDEEDUEDUD,si,,
0x8078E2,0x8078F0,14,ascii,TUETEDEEEUTSVD,si,,
0x8078F2,0x807900,14,ascii,TUdTTDTEEUEDUT,si,,
0x807902,0x807910,14,ascii,UUDTEDUEDUDDUT,si,,
0x807912,0x807920,14,ascii,TTDT556EDUTSTD,si,,
0x807922,0x807930,14,ascii,TEEDEDUDETDTET,si,,
0x807932,0x807940,14,ascii,TEEUDDEDTETSED,si,,
0x807942,0x807950,14,ascii,UDDUETUDTUeSED,si,,
0x807952,0x807960,14,ascii,55FUDTEDUcDUDD,si,,
0x807962,0x807970,14,ascii,EEUETSUDTDDUET,si,,
0x807972,0x807980,14,ascii,EDTEDTTDUDTE5U,si,,
0x807982,0x807990,14,ascii,EDUDTUDTEDUEET,si,,
0x807992,0x8079A0,14,ascii,DTEDEDEUDDUEdd,si,,
0x8079A2,0x8079B0,14,ascii,DDED5EFUDTEDUD,si,,
0x8079B2,0x8079C0,14,ascii,EUEDUESddTEDUE,si,,
0x8079C2,0x8079D0,14,ascii,TdDTEDUD5U5VED,si,,
0x8079D2,0x8079E0,14,ascii,TEDUE4VDTEDUET,si,,
0x8079E2,0x8079F0,14,ascii,UDTEDUEDUTTUDT,si,,
0x8079F2,0x807A00,14,ascii,EEETDUDTEDUT5U,si,,
0x807A02,0x807A10,14,ascii,DTEDUE5EEDEDTE,si,,
0x807A12,0x807A20,14,ascii,DUETEDFEDUDDEE,si,,
0x807A22,0x807A30,14,ascii,46FDEDUDTEDUET,si,,
0x807A32,0x807A40,14,ascii,EDTEDUDTEETdcc,si,,
0x807A42,0x807A50,14,ascii,DDUDTEDUDTEDDE,si,,
0x807A52,0x807A60,14,ascii,EUEDUTTE5EETET,si,,
0x807A62,0x807A70,14,ascii,TEDUEDUDTUDEED,si,,
0x807A72,0x807A80,14,ascii,UDTEDUEDEDTEUT,si,,
0x807A82,0x807A90,14,ascii,cSU4FFFTETEDUE,si,,
0x807A92,0x807AA0,14,ascii,DUESEEUEEEEUED,si,,
0x807AA2,0x807AB0,14,ascii,TEDUDTEDUDDUED,si,,
0x807AB2,0x807AC0,14,ascii,EEUTDTFTEDUDDD,si,,
0x807AC2,0x807AD0,14,ascii,DUDDUETEDUDTEE,si,,
0x807AD2,0x807AE0,14,ascii,EUDTESEEETDTDD,si,,
0x807AE2,0x807AF0,14,ascii,F4VEFUDTEDUDTE,si,,
0x807AF2,0x807B00,14,ascii,DUDDUDTEDUDTED,si,,
0x807B02,0x807B10,14,ascii,TEDUDTED5DTEDU,si,,
0x807B12,0x807B20,14,ascii,DD5DTEDUDTEDTE,si,,
0x807B22,0x807B30,14,ascii,DUDTEDUD4EDUDD,si,,
0x807B32,0x807B40,14,ascii,5DTEDUDTEDTEDU,si,,
0x807B42,0x807B50,14,ascii,DTEDUDDUDUDDUD,si,,
0x807B52,0x807B60,14,ascii,TTDEETETDEDEE4,si,,
0x807B62,0x807B70,14,ascii,6TDDUE5UDTEEUD,si,,
0x807B72,0x807B80,14,ascii,TUDTEDUDTEFUES,si,,
0x807B82,0x807B90,14,ascii,UDEE5EUTEDEDTE,si,,
0x807B92,0x807BA0,14,ascii,DUDDEDUDTTDDE5,si,,
0x807BA2,0x807BB0,14,ascii,EDTU5UDTEDUDTE,si,,
0x807BB2,0x807BC0,14,ascii,EUDTTDEDEUDTED,si,,
0x807BC2,0x807BD0,14,ascii,UDDEDUDEEEUDTE,si,,
0x807BD2,0x807BE0,14,ascii,DTEDDTUE5E5UED,si,,
0x807BE2,0x807BF0,14,ascii,UDTEDUDSF5EETE,si,,
0x807BF2,0x807C00,14,ascii,DUDTEDTT565UDT,si,,
0x807C02,0x807C10,14,ascii,EDTEETTTE5EDTE,si,,
0x807C12,0x807C20,14,ascii,DUDEEETDTEDEFS,si,,
0x807C22,0x807C30,14,ascii,EDEDTEDUDDF66E,si,,
0x807C32,0x807C40,14,ascii,TEDUDTEDED5EDD,si,,
0x807C42,0x807C50,14,ascii,DTDEEETEDTD4FD,si,,
0x807C52,0x807C60,14,ascii,UDTEDTETUDEEDU,si,,
0x807C62,0x807C70,14,ascii,DTE5EEUEDE6UET,si,,
0x807C72,0x807C80,14,ascii,EDUDEDDUDDUDDT,si,,
0x807C82,0x807C90,14,ascii,TEDUDDEEEDTEDT,si,,
0x807C92,0x807CA0,14,ascii,ESEDUDDF5UDTED,si,,
0x807CA2,0x807CB0,14,ascii,EETDDUDD6EUDTE,si,,
0x807CB2,0x807CC0,14,ascii,5UDTE4E5EETUDD,si,,
0x807CC2,0x807CD0,14,ascii,ESEDUDEDDUDTEE,si,,
0x807CD2,0x807CE0,14,ascii,UETEDTDSEDU4UC,si,,
0x807CE2,0x807CF0,14,ascii,TUDEETUDTE6DDU,si,,
0x807CF2,0x807D00,14,ascii,DDEEUDSE5UDTED,si,,
0x807D02,0x807D10,14,ascii,E5UDTE5UDTE55E,si,,
0x807D12,0x807D20,14,ascii,TTDEETEcD5UDDT,si,,
0x807D22,0x807D30,14,ascii,DUDDEDUDTEETDT,si,,
0x807D32,0x807D40,14,ascii,E4FCUEETDUD45D,si,,
0x807D42,0x807D50,14,ascii,UDTT5UDDTS5DED,si,,
0x807D52,0x807D5F,13,ascii,TEDEFSEDETDED,si,,
0x809BC2,0x809BD0,14,ascii,4C34444444C244,si,,
0x809BE2,0x809BF0,14,ascii,DBC444C4443344,si,,
0x809C22,0x809C30,14,ascii,343343DCC334CC,si,,
0x809C32,0x809C40,14,ascii,33334444333D3C,si,,
0x809C52,0x809C60,14,ascii,344434443C434C,si,,
0x809C62,0x809C70,14,ascii,C3D3CC344CC444,si,,
0x809C72,0x809C80,14,ascii,34444333D3CC44,si,,
0x809CF2,0x809D00,14,ascii,4444444CC34CCC,si,,
0x809D22,0x809D30,14,ascii,44CCC3C244DCC3,si,,
0x809D32,0x809D40,14,ascii,444CCCCBB34DCC,si,,
0x809D42,0x809D50,14,ascii,3343CCCCBB334D,si,,
0x809D52,0x809D60,14,ascii,3C33DCBC3BB243,si,,
0x809D62,0x809D70,14,ascii,DCC3443CBCC2D3,si,,
0x809D92,0x809DA0,14,ascii,CCC334BB33433C,si,,
0x809DC2,0x809DD0,14,ascii,4BB334CCC333C2,si,,
0x809DD2,0x809DE0,14,ascii,444CC3333BB344,si,,
0x809EB2,0x809EC0,14,ascii,C33CB233444CB3,si,,
0x809F02,0x809F10,14,ascii,3432443333B344,si,,
0x809F12,0x809F20,14,ascii,443343434C343B,si,,
0x809F42,0x809F50,14,ascii,C344443C333243,si,,
0x809F62,0x809F70,14,ascii,4CCC334C3CC343,si,,
0x809FB2,0x809FC0,14,ascii,34D34C34433C3C,si,,
0x809FE2,0x809FF0,14,ascii,44343B23343CB3,si,,
0x80A002,0x80A010,14,ascii,D3CC34433C333D,si,,
0x80A012,0x80A020,14,ascii,3C334443C33343,si,,
0x80A032,0x80A040,14,ascii,33D34C44C23333,si,,
0x80BD56,0x80BD60,10,ascii,"2""""""""2""""""A",si,,
0x80BFF2,0x80BFFC,10,ascii,"""1!""11""""""""",si,,
0x80C0E2,0x80C0ED,11,ascii,"""""!""A1""""2""""",si,,
0x80E9B7,0x80E9C1,10,ascii," 2dUeDef6,",,,
0x811890,0x8118A2,18,ascii,Where'd he go?!   ,si,si,
0x81B7A2,0x81B7B0,14,ascii,CDDCD4DDDD4DCD,si,,
0x81B7C2,0x81B7D0,14,ascii,DDD4D3DDDCCD3D,si,,
0x81B7D2,0x81B7E0,14,ascii,34C4443333D443,si,,
0x81B7E2,0x81B7F0,14,ascii,CC443C33DCD4CD,si,,
0x81B7F2,0x81B800,14,ascii,433C4C33D33D33,si,,
0x81B802,0x81B810,14,ascii,4DD344D3433DDC,si,,
0x81B812,0x81B820,14,ascii,DD44DDDCD4D334,si,,
0x81B822,0x81B830,14,ascii,333C334CC33333,si,,
0x81B832,0x81B840,14,ascii,ffffeVUfVUffff,si,,
0x81B842,0x81B850,14,ascii,feffUVeeUffVfV,si,,
0x81B852,0x81B860,14,ascii,UeUUVUUVUUUUUe,si,,
0x81B862,0x81B870,14,ascii,eTUTEUUEEETTEU,si,,
0x81B872,0x81B880,14,ascii,UUDDTUTEDTEUEE,si,,
0x81B882,0x81B890,14,ascii,TTEDEEDTDTUTDE,si,,
0x81B892,0x81B8A0,14,ascii,TUETUDE4DDDCDD,si,,
0x81E8A4,0x81E8B0,12,ascii,1TUUUTEEDDDD,si,,
0x81E8B2,0x81E8C0,14,ascii,"D4C3CC3333332""",si,,
0x81E8D2,0x81E8E0,14,ascii,23334DDDDCDDCD,si,,
0x81E922,0x81E930,14,ascii,"""23333333DC4DD",si,,
0x81E962,0x81E970,14,ascii,VUDDDCUUDDDDED,si,,
0x81E972,0x81E980,14,ascii,DTUeeeeUUUDD4C,si,,
0x81E982,0x81E990,14,ascii,TUUDUUTUUUUUVU,si,,
0x81E992,0x81E9A0,14,ascii,333C4433333DDD,si,,
0x81E9A2,0x81E9B0,14,ascii,C4D34334333233,si,,
0x81EA52,0x81EA60,14,ascii,DDD33333333333,si,,
0x823812,0x823820,14,ascii,433C34C4CDDD4D,si,,
0x823822,0x823830,14,ascii,4D43CC4D43DDDD,si,,
0x824870,0x824882,18,ascii,He's got a gun!   ,,,
0x82E070,0x82E08A,26,ascii,I know I'm hitting you....,,si,
0x835070,0x83507E,14,ascii,"Move, dammit! ",,,
0x839477,0x839481,10,ascii,"%E4""""DV44'",si,,
0x83B8E7,0x83B8F1,10,ascii,06R1&GABF1,si,,
0x840070,0x840092,34,ascii,Great.  Now where'd you\ndisappear?,,si,
0x846146,0x846151,11,ascii,"&UCSCWdRCG,",si,,
0x84C952,0x84C960,14,ascii,C3333C33333CD4,si,,
0x852AE6,0x852AF1,11,ascii,DQ!2RC?bCDH,si,,
0x856FF2,0x857000,14,ascii,eVedVDSUUEDUFU,si,,
0x857012,0x857020,14,ascii,3333334C334CCD,si,,
0x857042,0x857050,14,ascii,FEdFDTDT333CC2,si,,
0x857062,0x857070,14,ascii,"""3333C3333C333",si,,
0x859870,0x859886,22,ascii,He ran down the alley.,,si,
0x859898,0x8598AA,18,ascii,I've got you now. ,,si,
0x862CD7,0x862CE1,10,ascii,?D7%2S30!I,si,,
0x8688C0,0x8688D2,18,ascii,Where's he gone?  ,,si,
0x8688E4,0x86891A,54,ascii,He's fast alright.  He just ran in\nhere a second ago. ,,si,
0x86892C,0x868952,38,ascii,So much for following his\nfootprints. ,,si,
0x868964,0x86898A,38,ascii,That snow obviously didn't stick\nhere.,,si,
0x870185,0x870190,11,ascii,"!333D333""""""",si,,
0x8701D2,0x8701DD,11,ascii,"""233TD4UUD""",si,,
0x870265,0x870270,11,ascii, 2DUUUU3CTD,si,,
0x870282,0x87028C,10,ascii,33TEDCUEC2,si,,
